Dt,Predicted_Transaction_Count
2024-10-11 07:00:00,167.85895835608244
2024-10-11 08:00:00,223.82660623826087
2024-10-11 09:00:00,275.02743256650865
2024-10-11 10:00:00,301.6233969554305
2024-10-11 11:00:00,333.4637267757207
2024-10-11 12:00:00,371.19493835791945
2024-10-11 13:00:00,374.9560928195715
2024-10-11 14:00:00,367.6937991566956
2024-10-11 15:00:00,370.0838414467871
2024-10-11 16:00:00,389.5692501850426
2024-10-11 17:00:00,424.26038132607937
2024-10-11 18:00:00,419.36624970659614
2024-10-11 19:00:00,364.60418843105435
2024-10-11 20:00:00,305.298604009673
2024-10-11 21:00:00,247.02978360652926
2024-10-11 22:00:00,203.59209877997637
2024-10-11 23:00:00,169.457490215078
2024-10-12 00:00:00,145.84638112410903
2024-10-12 01:00:00,147.60249571874738
2024-10-12 02:00:00,165.81825068965554
2024-10-12 03:00:00,178.34768921881914
2024-10-12 04:00:00,161.26176424697042
2024-10-12 05:00:00,134.2510492913425
2024-10-12 06:00:00,141.30750378407538
2024-10-12 07:00:00,177.3790387082845
2024-10-12 08:00:00,220.34802167490125
2024-10-12 09:00:00,259.05447781458497
2024-10-12 10:00:00,278.6200641691685
2024-10-12 11:00:00,307.99444522708654
2024-10-12 12:00:00,345.8827150184661
2024-10-12 13:00:00,348.570763271302
2024-10-12 14:00:00,345.5503151062876
2024-10-12 15:00:00,358.5803766772151
2024-10-12 16:00:00,388.41956311278045
2024-10-12 17:00:00,431.4411485902965
2024-10-12 18:00:00,431.56463710591197
2024-10-12 19:00:00,376.8225078359246
2024-10-12 20:00:00,316.1417648959905
2024-10-12 21:00:00,254.27214526385072
2024-10-12 22:00:00,206.80070208013058
2024-10-12 23:00:00,167.26751730404794
2024-10-13 00:00:00,137.2797400150448
2024-10-13 01:00:00,134.77977196499705
2024-10-13 02:00:00,150.50552488863468
2024-10-13 03:00:00,162.76595627516508
2024-10-13 04:00:00,145.57759877853096
2024-10-13 05:00:00,120.08224077150227
2024-10-13 06:00:00,125.81486540660264
2024-10-13 07:00:00,159.50549978762865
2024-10-13 08:00:00,204.21830844320357
2024-10-13 09:00:00,243.12723179720345
2024-10-13 10:00:00,260.59973277151585
2024-10-13 11:00:00,288.9898773897439
2024-10-13 12:00:00,331.0480576213449
2024-10-13 13:00:00,342.4462424367666
2024-10-13 14:00:00,347.14330197125673
2024-10-13 15:00:00,366.1223928090185
2024-10-13 16:00:00,398.78712836280465
2024-10-13 17:00:00,443.65107557177544
2024-10-13 18:00:00,442.35774318128824
2024-10-13 19:00:00,384.98548836633563
2024-10-13 20:00:00,324.81466007977724
2024-10-13 21:00:00,262.7182951513678
2024-10-13 22:00:00,213.94984789192677
2024-10-13 23:00:00,173.14948211610317
2024-10-14 00:00:00,141.0787353143096
2024-10-14 01:00:00,135.56656165793538
2024-10-14 02:00:00,148.29022484272718
2024-10-14 03:00:00,159.47852414101362
2024-10-14 04:00:00,140.5933984722942
2024-10-14 05:00:00,117.05812092125416
2024-10-14 06:00:00,124.85498198121788
2024-10-14 07:00:00,162.93215623125434
2024-10-14 08:00:00,212.0609531700611
2024-10-14 09:00:00,255.03510646894577
2024-10-14 10:00:00,281.0405289940536
2024-10-14 11:00:00,319.3613083194941
2024-10-14 12:00:00,362.3196508921683
2024-10-14 13:00:00,368.8697125520557
2024-10-14 14:00:00,370.34415643662214
2024-10-14 15:00:00,386.78491386026144
2024-10-14 16:00:00,417.0972980968654
2024-10-14 17:00:00,457.5446575637907
2024-10-14 18:00:00,451.6205807700753
2024-10-14 19:00:00,391.31022844463587
2024-10-14 20:00:00,328.04626761190593
2024-10-14 21:00:00,265.3272897731513
2024-10-14 22:00:00,216.6704917177558
2024-10-14 23:00:00,173.40829845890403
2024-10-15 00:00:00,140.4283974338323
2024-10-15 01:00:00,134.6858817283064
2024-10-15 02:00:00,147.8504468705505
2024-10-15 03:00:00,153.73765694722533
2024-10-15 04:00:00,130.44995588622987
2024-10-15 05:00:00,106.31357100978494
2024-10-15 06:00:00,111.90734599716961
2024-10-15 07:00:00,147.36346151679754
2024-10-15 08:00:00,199.94454176351428
2024-10-15 09:00:00,249.92367102950814
2024-10-15 10:00:00,278.44719523377717
2024-10-15 11:00:00,314.44642043858767
2024-10-15 12:00:00,357.4632851779461
2024-10-15 13:00:00,364.3411758765578
2024-10-15 14:00:00,363.22183640673757
2024-10-15 15:00:00,374.5998644195497
2024-10-15 16:00:00,399.1761771328747
2024-10-15 17:00:00,436.24086544662714
2024-10-15 18:00:00,425.17867729626596
2024-10-15 19:00:00,358.2740532234311
2024-10-15 20:00:00,288.3644170500338
2024-10-15 21:00:00,219.8461247831583
2024-10-15 22:00:00,167.76282014884055
2024-10-15 23:00:00,127.29717718809844
2024-10-16 00:00:00,104.16391170397401
2024-10-16 01:00:00,103.43032398074865
2024-10-16 02:00:00,115.04963416606188
2024-10-16 03:00:00,125.14422085881235
2024-10-16 04:00:00,109.30764298699796
2024-10-16 05:00:00,96.02101304382086
2024-10-16 06:00:00,101.90267812646925
2024-10-16 07:00:00,138.06330761685967
2024-10-16 08:00:00,197.68697987124324
2024-10-16 09:00:00,251.2238971963525
2024-10-16 10:00:00,282.7336254809052
2024-10-16 11:00:00,320.9367610141635
2024-10-16 12:00:00,359.9065294377506
2024-10-16 13:00:00,361.3160069733858
2024-10-16 14:00:00,354.54736764356494
2024-10-16 15:00:00,361.2572600096464
2024-10-16 16:00:00,385.181211668998
2024-10-16 17:00:00,422.1724662780762
2024-10-16 18:00:00,414.8781015686691
2024-10-16 19:00:00,353.6626413669437
2024-10-16 20:00:00,287.7836913242936
2024-10-16 21:00:00,220.8748710397631
2024-10-16 22:00:00,166.33693242818117
2024-10-16 23:00:00,122.58213388919832
2024-10-17 00:00:00,100.60402553901076
2024-10-17 01:00:00,100.59308541566133
2024-10-17 02:00:00,113.4901420623064
2024-10-17 03:00:00,124.92077258601786
2024-10-17 04:00:00,110.51023229956627
2024-10-17 05:00:00,98.59643797203898
2024-10-17 06:00:00,107.65935604646802
2024-10-17 07:00:00,148.5933262053877
2024-10-17 08:00:00,206.8667924143374
2024-10-17 09:00:00,264.28925190493464
2024-10-17 10:00:00,300.98422399535775
2024-10-17 11:00:00,338.92247366532683
2024-10-17 12:00:00,376.577254248783
2024-10-17 13:00:00,372.88219012133777
2024-10-17 14:00:00,359.05934426933527
2024-10-17 15:00:00,355.78914657607675
2024-10-17 16:00:00,371.7635999750346
2024-10-17 17:00:00,403.99005620367825
2024-10-17 18:00:00,395.95520999468863
2024-10-17 19:00:00,339.49165980890393
2024-10-17 20:00:00,281.693414574489
2024-10-17 21:00:00,221.26474406570196
2024-10-17 22:00:00,170.2653358988464
2024-10-17 23:00:00,127.19144763983788
2024-10-18 00:00:00,101.61471309885383
2024-10-18 01:00:00,100.14513981714845
2024-10-18 02:00:00,112.04484686255455
2024-10-18 03:00:00,123.6785440593958
2024-10-18 04:00:00,111.71634343266487
2024-10-18 05:00:00,98.2731798067689
2024-10-18 06:00:00,105.87072081118822
2024-10-18 07:00:00,149.88943109288812
2024-10-18 08:00:00,215.01403715088964
2024-10-18 09:00:00,273.8868123088032
2024-10-18 10:00:00,309.03150897473097
2024-10-18 11:00:00,346.21961087174714
2024-10-18 12:00:00,380.3925848007202
2024-10-18 13:00:00,372.4327458757907
2024-10-18 14:00:00,353.6253250557929
2024-10-18 15:00:00,347.96471041068435
2024-10-18 16:00:00,359.7642329018563
2024-10-18 17:00:00,388.98620155639946
2024-10-18 18:00:00,380.4362703617662
2024-10-18 19:00:00,327.29087457433343
2024-10-18 20:00:00,275.14575074985623
2024-10-18 21:00:00,222.37434232980013
2024-10-18 22:00:00,182.91826294362545
2024-10-18 23:00:00,149.2604489326477
2024-10-19 00:00:00,124.1096298787743
2024-10-19 01:00:00,121.6911882273853
2024-10-19 02:00:00,132.95561879500747
2024-10-19 03:00:00,136.20423597097397
2024-10-19 04:00:00,113.31135347113013
2024-10-19 05:00:00,96.48214673623443
2024-10-19 06:00:00,101.41486851684749
2024-10-19 07:00:00,140.0711949132383
2024-10-19 08:00:00,202.06842434033751
2024-10-19 09:00:00,262.8244742937386
2024-10-19 10:00:00,301.83837787248194
2024-10-19 11:00:00,341.3895464129746
2024-10-19 12:00:00,377.17086833901703
2024-10-19 13:00:00,368.35230466350913
2024-10-19 14:00:00,347.9204253908247
2024-10-19 15:00:00,340.02442882955074
2024-10-19 16:00:00,350.5633643679321
2024-10-19 17:00:00,378.09553355909884
2024-10-19 18:00:00,366.7168311551213
2024-10-19 19:00:00,308.8499478865415
2024-10-19 20:00:00,252.44394574686888
2024-10-19 21:00:00,198.1454159989953
2024-10-19 22:00:00,157.7886497452855
2024-10-19 23:00:00,126.32065878063442
2024-10-20 00:00:00,107.03089841268957
2024-10-20 01:00:00,107.09466584399343
2024-10-20 02:00:00,116.8919209651649
2024-10-20 03:00:00,118.90880014374854
2024-10-20 04:00:00,102.00158883072436
2024-10-20 05:00:00,92.34707983955741
2024-10-20 06:00:00,96.45989182777703
2024-10-20 07:00:00,130.57007244601846
2024-10-20 08:00:00,193.43666701763868
2024-10-20 09:00:00,255.76195028051737
2024-10-20 10:00:00,297.5153057053685
2024-10-20 11:00:00,339.0522564984858
2024-10-20 12:00:00,377.1491379570216
2024-10-20 13:00:00,371.8483484648168
2024-10-20 14:00:00,353.65507319942117
2024-10-20 15:00:00,347.57206488773227
2024-10-20 16:00:00,358.73750981874764
2024-10-20 17:00:00,385.4607842732221
2024-10-20 18:00:00,373.72390522807837
2024-10-20 19:00:00,316.9968928936869
2024-10-20 20:00:00,263.1050959508866
2024-10-20 21:00:00,210.07060004398227
2024-10-20 22:00:00,168.66253289580345
2024-10-20 23:00:00,133.3540341090411
2024-10-21 00:00:00,108.00854080542922
2024-10-21 01:00:00,105.85146319679916
2024-10-21 02:00:00,116.97539560496807
2024-10-21 03:00:00,121.59152819961311
2024-10-21 04:00:00,104.81110242567956
2024-10-21 05:00:00,93.1397891882807
2024-10-21 06:00:00,97.63400684669614
2024-10-21 07:00:00,134.168174110353
2024-10-21 08:00:00,197.05350176990032
2024-10-21 09:00:00,259.7314916122705
2024-10-21 10:00:00,301.1495247632265
2024-10-21 11:00:00,341.51018749922514
2024-10-21 12:00:00,377.69307189807296
2024-10-21 13:00:00,373.2946177851409
2024-10-21 14:00:00,358.869765419513
2024-10-21 15:00:00,357.0186366029084
2024-10-21 16:00:00,371.375974919647
2024-10-21 17:00:00,401.726125061512
2024-10-21 18:00:00,392.9281677827239
2024-10-21 19:00:00,335.7179167121649
2024-10-21 20:00:00,274.27661040239036
2024-10-21 21:00:00,214.14182457700372
2024-10-21 22:00:00,166.43389489129186
2024-10-21 23:00:00,126.47441996634008
2024-10-22 00:00:00,103.03205853141844
2024-10-22 01:00:00,101.8960091471672
2024-10-22 02:00:00,112.06867535039783
2024-10-22 03:00:00,117.8120902441442
2024-10-22 04:00:00,105.20352315157652
2024-10-22 05:00:00,94.75608001463115
2024-10-22 06:00:00,101.579719690606
2024-10-22 07:00:00,142.2902415767312
2024-10-22 08:00:00,205.4843654576689
2024-10-22 09:00:00,265.03228110447526
2024-10-22 10:00:00,298.65143002197146
2024-10-22 11:00:00,328.8884323127568
2024-10-22 12:00:00,358.30837224051356
2024-10-22 13:00:00,348.45027204975486
2024-10-22 14:00:00,331.5976864211261
2024-10-22 15:00:00,332.05934464000165
2024-10-22 16:00:00,353.0311115067452
2024-10-22 17:00:00,387.50920997187495
2024-10-22 18:00:00,380.675829090178
2024-10-22 19:00:00,326.2235381565988
2024-10-22 20:00:00,269.2323892824352
2024-10-22 21:00:00,210.42682844400406
2024-10-22 22:00:00,162.7003155350685
2024-10-22 23:00:00,123.26177031919362
2024-10-23 00:00:00,103.50225903838873
2024-10-23 01:00:00,105.44937619753182
2024-10-23 02:00:00,119.95935171470047
2024-10-23 03:00:00,129.76814641803503
2024-10-23 04:00:00,115.55377902835608
2024-10-23 05:00:00,101.44326787814498
2024-10-23 06:00:00,113.15017398260534
2024-10-23 07:00:00,162.28631429187953
2024-10-23 08:00:00,226.78635919839144
2024-10-23 09:00:00,284.64492497593164
2024-10-23 10:00:00,315.9691207576543
2024-10-23 11:00:00,343.9610748589039
2024-10-23 12:00:00,370.42688175290823
2024-10-23 13:00:00,358.1965731717646
2024-10-23 14:00:00,340.30587474256754
2024-10-23 15:00:00,341.3394916020334
2024-10-23 16:00:00,362.66958497464657
2024-10-23 17:00:00,400.87849029898643
2024-10-23 18:00:00,397.67827942222357
2024-10-23 19:00:00,345.2154424265027
2024-10-23 20:00:00,289.16304605454206
2024-10-23 21:00:00,231.26184376887977
2024-10-23 22:00:00,186.4923862554133
2024-10-23 23:00:00,149.33283358439803
2024-10-24 00:00:00,126.52147748321296
2024-10-24 01:00:00,128.29310307465494
2024-10-24 02:00:00,146.72953382134438
2024-10-24 03:00:00,159.85318589955568
2024-10-24 04:00:00,146.47251585498452
2024-10-24 05:00:00,127.9478897303343
2024-10-24 06:00:00,142.40114145725965
2024-10-24 07:00:00,192.54564642347395
2024-10-24 08:00:00,253.07540067471567
2024-10-24 09:00:00,309.46506756171584
2024-10-24 10:00:00,340.51613492146134
2024-10-24 11:00:00,368.5045672021806
2024-10-24 12:00:00,395.9913273882121
2024-10-24 13:00:00,385.33931893110275
2024-10-24 14:00:00,369.6106436457485
2024-10-24 15:00:00,367.6927501037717
2024-10-24 16:00:00,385.7893626354635
2024-10-24 17:00:00,422.55162397772074
2024-10-24 18:00:00,420.5051465202123
2024-10-24 19:00:00,372.6856425628066
2024-10-24 20:00:00,321.26421539112926
2024-10-24 21:00:00,269.69637040421367
2024-10-24 22:00:00,228.78712792135775
2024-10-24 23:00:00,193.44176241755486
2024-10-25 00:00:00,167.61505355127156
2024-10-25 01:00:00,167.28362775966525
2024-10-25 02:00:00,184.67872361466289
2024-10-25 03:00:00,194.90189422294497
2024-10-25 04:00:00,178.4292156174779
2024-10-25 05:00:00,153.15708108618855
2024-10-25 06:00:00,164.8505742996931
2024-10-25 07:00:00,210.71351962164044
2024-10-25 08:00:00,266.11250588670373
2024-10-25 09:00:00,317.5021617412567
2024-10-25 10:00:00,347.0885264221579
2024-10-25 11:00:00,381.24606428667903
2024-10-25 12:00:00,415.61798360943794
2024-10-25 13:00:00,410.975624691695
2024-10-25 14:00:00,398.4261042922735
2024-10-25 15:00:00,400.05730665661395
2024-10-25 16:00:00,421.71957514435053
2024-10-25 17:00:00,456.58859568834305
2024-10-25 18:00:00,453.4901429452002
2024-10-25 19:00:00,403.88215361721814
2024-10-25 20:00:00,351.8185561913997
2024-10-25 21:00:00,300.9061444848776
2024-10-25 22:00:00,260.6723422203213
2024-10-25 23:00:00,224.24090721085668
2024-10-26 00:00:00,194.7675405163318
2024-10-26 01:00:00,189.76797907799482
2024-10-26 02:00:00,201.7619510218501
2024-10-26 03:00:00,209.16639135591686
2024-10-26 04:00:00,191.96649427711964
2024-10-26 05:00:00,165.79719469882548
2024-10-26 06:00:00,174.29834493249655
2024-10-26 07:00:00,216.86688941158354
2024-10-26 08:00:00,269.89029533043504
2024-10-26 09:00:00,318.22293603233993
2024-10-26 10:00:00,347.27443358674645
2024-10-26 11:00:00,380.97091269120574
2024-10-26 12:00:00,418.5364488437772
2024-10-26 13:00:00,419.11350288428366
2024-10-26 14:00:00,409.02011510916054
2024-10-26 15:00:00,413.11839022114873
2024-10-26 16:00:00,436.86909828335047
2024-10-26 17:00:00,474.34726331382996
2024-10-26 18:00:00,473.1683526244015
2024-10-26 19:00:00,424.73590203002095
2024-10-26 20:00:00,372.3281403128058
2024-10-26 21:00:00,319.3717988487333
2024-10-26 22:00:00,276.7319187708199
2024-10-26 23:00:00,237.3795457594097
2024-10-27 00:00:00,204.89891899377108
2024-10-27 01:00:00,197.3597502913326
2024-10-27 02:00:00,208.17391235753894
2024-10-27 03:00:00,214.7410585936159
2024-10-27 04:00:00,196.57888025417924
2024-10-27 05:00:00,172.49734585918486
2024-10-27 06:00:00,183.63858764059842
2024-10-27 07:00:00,226.64188962429762
2024-10-27 08:00:00,279.3597963452339
2024-10-27 09:00:00,327.5828110165894
2024-10-27 10:00:00,358.1794136632234
2024-10-27 11:00:00,392.6993243806064
2024-10-27 12:00:00,427.43751303851604
2024-10-27 13:00:00,428.0578030459583
2024-10-27 14:00:00,421.438578825444
2024-10-27 15:00:00,426.43454351089895
2024-10-27 16:00:00,449.9414966329932
2024-10-27 17:00:00,487.57424710504716
2024-10-27 18:00:00,486.45962837338453
2024-10-27 19:00:00,438.8443150743842
2024-10-27 20:00:00,385.9002625159919
2024-10-27 21:00:00,332.3377183265984
2024-10-27 22:00:00,288.47239456884563
2024-10-27 23:00:00,247.85733649879697
2024-10-28 00:00:00,213.60665772110224
2024-10-28 01:00:00,201.87270103767514
2024-10-28 02:00:00,209.2434967458248
2024-10-28 03:00:00,212.2416900023818
2024-10-28 04:00:00,194.30678148567677
2024-10-28 05:00:00,170.682259503752
2024-10-28 06:00:00,181.23917880654335
2024-10-28 07:00:00,225.70943143963814
2024-10-28 08:00:00,282.9806774444878
2024-10-28 09:00:00,336.261401059106
2024-10-28 10:00:00,369.0608649812639
2024-10-28 11:00:00,401.4097606725991
2024-10-28 12:00:00,432.5777225010097
2024-10-28 13:00:00,428.8158936481923
2024-10-28 14:00:00,417.4283492267132
2024-10-28 15:00:00,420.8595016114414
2024-10-28 16:00:00,444.1952343098819
2024-10-28 17:00:00,480.8920047767461
2024-10-28 18:00:00,480.8379036188126
2024-10-28 19:00:00,432.721292886883
2024-10-28 20:00:00,381.0193939227611
2024-10-28 21:00:00,328.42512558214366
2024-10-28 22:00:00,285.24633203074336
2024-10-28 23:00:00,246.38986132293942
2024-10-29 00:00:00,212.362930547446
2024-10-29 01:00:00,200.05903839692473
2024-10-29 02:00:00,205.23641430586576
2024-10-29 03:00:00,207.24122937582433
2024-10-29 04:00:00,185.45794514007866
2024-10-29 05:00:00,158.0050543770194
2024-10-29 06:00:00,168.74375956505537
2024-10-29 07:00:00,217.80286941677332
2024-10-29 08:00:00,279.28096751123667
2024-10-29 09:00:00,334.3007960766554
2024-10-29 10:00:00,370.8078378289938
2024-10-29 11:00:00,406.05931309610605
2024-10-29 12:00:00,437.33465298451483
2024-10-29 13:00:00,433.8797470442951
2024-10-29 14:00:00,422.2013901658356
2024-10-29 15:00:00,422.43345565907657
2024-10-29 16:00:00,440.86673924699426
2024-10-29 17:00:00,477.01253213174647
2024-10-29 18:00:00,477.6035235896707
2024-10-29 19:00:00,430.54383367858827
2024-10-29 20:00:00,379.43449975177646
2024-10-29 21:00:00,328.5332529656589
2024-10-29 22:00:00,287.3568766489625
2024-10-29 23:00:00,249.21660935878757
2024-10-30 00:00:00,217.60654665529728
2024-10-30 01:00:00,211.94990342482924
2024-10-30 02:00:00,219.08151506632566
2024-10-30 03:00:00,214.82910410687327
2024-10-30 04:00:00,187.80212883092463
2024-10-30 05:00:00,155.4876270890236
2024-10-30 06:00:00,158.06492532603443
2024-10-30 07:00:00,199.35010341741145
2024-10-30 08:00:00,262.52219718694687
2024-10-30 09:00:00,326.18637171015143
2024-10-30 10:00:00,367.08669724315405
2024-10-30 11:00:00,403.3837785460055
2024-10-30 12:00:00,439.9800647292286
2024-10-30 13:00:00,438.7178292647004
2024-10-30 14:00:00,425.1779279727489
2024-10-30 15:00:00,422.5288445428014
2024-10-30 16:00:00,442.12365451455116
2024-10-30 17:00:00,478.8532453514636
2024-10-30 18:00:00,473.0800073817373
2024-10-30 19:00:00,420.8535070233047
2024-10-30 20:00:00,368.21622751280665
2024-10-30 21:00:00,317.044924531132
2024-10-30 22:00:00,279.1288548372686
2024-10-30 23:00:00,244.2946029044688
2024-10-31 00:00:00,210.59160468541086
2024-10-31 01:00:00,196.46078686788678
2024-10-31 02:00:00,199.81131204217672
2024-10-31 03:00:00,195.33635199815035
2024-10-31 04:00:00,163.4644756577909
2024-10-31 05:00:00,127.2941049616784
2024-10-31 06:00:00,132.90586371347308
2024-10-31 07:00:00,183.8407551255077
2024-10-31 08:00:00,251.11142373643818
2024-10-31 09:00:00,312.89921724051237
2024-10-31 10:00:00,355.8190445844084
2024-10-31 11:00:00,398.1604691054672
2024-10-31 12:00:00,437.5072221904993
2024-10-31 13:00:00,436.2468600347638
2024-10-31 14:00:00,418.53435073792934
2024-10-31 15:00:00,412.08177606761456
2024-10-31 16:00:00,423.41049859300256
2024-10-31 17:00:00,449.6368966232985
2024-10-31 18:00:00,438.9883350543678
2024-10-31 19:00:00,385.54508316889405
2024-10-31 20:00:00,333.8742811307311
2024-10-31 21:00:00,283.56252715550363
2024-10-31 22:00:00,243.5623639635742
